# ----------------------------------------
# view1
# User Network data
# 20120514-20211112
# ----------------------------------------

Page Title,Service Provider,City,Date,User Type,Avg. Session Duration,Social Actions,Bounce Rate
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,at broadband pvt ltd,Nagercoil,20191022,New Visitor,00:05:33,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,ipg,Manila,20191013,New Visitor,00:05:31,0,0.00%
"Problem Solving : Permutation and combination Problem 3: If the letter of the word SEQUESTERED are arranged in all possible ways and these words are written out as in a dictionary form, then what is the 50th rank of the word SEQUESTERED is ?",(not set),Hyderabad,20210707,New Visitor,00:05:30,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,you telecom india pvt ltd,Pune,20191217,New Visitor,00:05:28,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,singnet pte ltd,(not set),20191112,Returning Visitor,00:05:27,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),(not set),20200828,New Visitor,00:05:26,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Kanpur,20210413,New Visitor,00:05:26,0,0.00%
Kumaran1987,reliance jio infocomm limited,Bengaluru,20200129,New Visitor,00:05:25,0,0.00%
Digital Marketing SEO Analytics and Digital Transformation via Google Analytics Part 1 Video Podcast,(not set),(not set),20210710,Returning Visitor,00:05:22,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,charter communications inc,Kissimmee,20191117,New Visitor,00:05:19,0,0.00%
Kumaran1987: Show your Current Location in Google Maps using ASP.NET C# website and Google Maps API,d-vois broadband private limited,Navi Mumbai,20200124,New Visitor,00:05:19,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,itenet,(not set),20191112,New Visitor,00:05:18,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),San Salvador,20201109,New Visitor,00:05:15,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),(not set),20201207,New Visitor,00:05:09,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Keraniganj,20201012,New Visitor,00:05:03,0,0.00%
Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Pune,20211020,Returning Visitor,00:05:01,0,66.67%
Kumaran1987: How to use Multi-Select Dropdown List in html select input using Jquery in JSP page with limited selections ?,(not set),Kuala Lumpur,20200929,New Visitor,00:04:59,0,0.00%
Kumaran1987: How to use Multi-Select Dropdown List in html select input using Jquery in JSP page with limited selections ?,(not set),Singapore,20201229,New Visitor,00:04:54,0,0.00%
Kumaran1987,pricewaterhousecoopers llp,New York,20200122,New Visitor,00:04:53,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Jakarta,20210422,Returning Visitor,00:04:51,0,0.00%
Kumaran1987: Digital Marketing SEO Analytics and Digital Transformation via Google Analytics Part 1 Video Podcast,(not set),Chennai,20201121,Returning Visitor,00:04:46,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Moscow,20200505,New Visitor,00:04:43,0,66.67%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,bharti airtel limited,Hyderabad,20191030,New Visitor,00:04:31,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Cebu City,20200814,New Visitor,00:04:22,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Quezon City,20210505,New Visitor,00:04:21,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,reliance jio infocomm limited,Kochi,20191106,New Visitor,00:04:19,0,0.00%
Kumaran1987: My Tech Articles,internet service provider,Hyderabad,20191230,Returning Visitor,00:04:18,0,0.00%
Kumaran1987: How to use Multi-Select Dropdown List in html select input using Jquery in JSP page with limited selections ?,(not set),Bothell,20200327,New Visitor,00:04:17,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,(not set),Jaipur,20200917,New Visitor,00:04:17,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,vodafone essar limited gprs service,Lucknow,20191022,New Visitor,00:04:15,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Thane,20200429,New Visitor,00:04:14,0,0.00%
Kumaran1987: How to use Multi-Select Dropdown List in html select input using Jquery in JSP page with limited selections ?,internet service provider,Noida,20200116,New Visitor,00:04:09,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,carnival internet,(not set),20191210,New Visitor,00:04:03,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Moscow,20200214,New Visitor,00:04:02,0,0.00%
Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),(not set),20210622,Returning Visitor,00:03:52,0,0.00%
Installing MySQL server in Linux Ubuntu 21 using shell scripting and running basic SQL commands,(not set),Chennai,20211107,Returning Visitor,00:03:44,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,(not set),Guwahati,20210317,New Visitor,00:03:43,0,0.00%
Kumaran1987: How to Retrieve Data from database and view datas in label or textbox using ASP.NET and SQL,bras pools - gandhinagar,Hyderabad,20191126,New Visitor,00:03:40,0,0.00%
Kumaran1987,(not set),Thirumazhisai,20210917,Returning Visitor,00:03:39,0,0.00%
Kumaran1987: Auto Calculation in Textbox textchanged event in ASP.NET C#,(not set),Boisar,20200504,New Visitor,00:03:38,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,metrofibre networx,Johannesburg,20191119,New Visitor,00:03:38,0,0.00%
Kumaran1987: Digital Marketing SEO Analytics and Digital Transformation via Google Analytics Part 1 Video Podcast,(not set),Bengaluru,20210111,Returning Visitor,00:03:36,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Navi Mumbai,20200227,New Visitor,00:03:36,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Osasco,20200925,Returning Visitor,00:03:35,0,0.00%
Problem Solving : Cryptarithmatic Problem 1 :Find the value of P from [ A L E * R U M = E R M P N E],(not set),Chennai,20211029,Returning Visitor,00:03:33,0,0.00%
Kumaran1987: My Innovations,(not set),Bengaluru,20210608,Returning Visitor,00:03:32,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Melbourne,20200403,New Visitor,00:03:30,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,mweb connect (proprietary) limited,Sandton,20191002,New Visitor,00:03:30,0,0.00%
Kumaran1987,(not set),Bengaluru,20200623,New Visitor,00:03:25,0,0.00%
Innovations,(not set),Chennai,20210926,Returning Visitor,00:03:25,0,0.00%
Kumaran1987: Java Program: AWT Frame Closing Event,beam telecom pvt ltd,Chennai,20191219,Returning Visitor,00:03:24,0,0.00%
Kumaran1987,(not set),(not set),20210628,Returning Visitor,00:03:23,0,50.00%
Kumaran1987,(not set),(not set),20210706,Returning Visitor,00:03:21,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,adama_ericsson-apn_natting,Addis Ababa,20200111,New Visitor,00:03:20,0,0.00%
(not set),reliance jio infocomm limited,Pune,20191031,New Visitor,00:03:18,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,(not set),Hyderabad,20200629,New Visitor,00:03:17,0,50.00%
Kumaran1987,(not set),(not set),20210624,Returning Visitor,00:03:15,0,0.00%
"Kumaran1987: ""How to maintain or retain tabs in same tab after button click events or postback?"" using JQuery in ASP.NET C#",nayatel (pvt) ltd,Islamabad,20191120,New Visitor,00:03:13,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,psinet inc.,Birmingham,20200123,New Visitor,00:03:13,0,0.00%
How to Retrieve Data from database and view datas in label or textbox using ASP.NET and SQL,(not set),(not set),20210714,Returning Visitor,00:03:11,0,0.00%
Kumaran1987,(not set),Chennai,20201120,Returning Visitor,00:03:09,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,(not set),Delhi,20210401,Returning Visitor,00:03:08,0,0.00%
Kumaran1987: Advanced Generalized Starting number formula for odd/even numbered Magic Square Boxes and It's Algorithm,reliance jio infocomm limited,Kolkata,20191119,New Visitor,00:03:07,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,(not set),Chennai,20210129,Returning Visitor,00:03:07,0,0.00%
Kumaran1987: Java Swing MySql JDBC: insert data into database,reliance jio infocomm limited,Patna,20191221,New Visitor,00:03:05,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,hitachi consulting software services india limited,Faridabad,20191105,New Visitor,00:03:05,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Mumbai,20200616,New Visitor,00:03:03,0,0.00%
Kumaran1987,(not set),Hyderabad,20210620,New Visitor,00:03:01,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Nashik,20210127,New Visitor,00:02:59,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chennai,20210213,New Visitor,00:02:57,0,50.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,starhub-ltd-ngnbn-services,(not set),20191029,Returning Visitor,00:02:57,0,0.00%
"Algorithms and Formula for ""Magic wheels (for Addition) """,(not set),(not set),20210621,Returning Visitor,00:02:56,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),Chennai,20200311,New Visitor,00:02:53,0,0.00%
Kumaran1987,bras pools - srinagar,Hyderabad,20200105,New Visitor,00:02:51,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,nanyang polytechnic,(not set),20191201,New Visitor,00:02:50,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Chennai,20200521,New Visitor,00:02:49,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,gitam university,Hyderabad,20190925,New Visitor,00:02:49,0,0.00%
Kumaran1987,(not set),(not set),20210627,Returning Visitor,00:02:44,0,0.00%
Kumaran1987: How to use Multi-Select Dropdown List in html select input using Jquery in JSP page with limited selections ?,(not set),Hyderabad,20210428,Returning Visitor,00:02:42,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,vijaya comnet private limited,Coimbatore,20191116,New Visitor,00:02:40,0,0.00%
MySql linux terminal Commands: Basic commands to create and drop databases commands,(not set),Thirumazhisai,20210919,Returning Visitor,00:02:40,0,0.00%
3AaaS - AI Automation Architecture as a Service's Common Functionalities,(not set),(not set),20210911,New Visitor,00:02:39,0,0.00%
Kumaran1987: How to use Multi-Select Dropdown List in html select input using Jquery in JSP page with limited selections ?,(not set),Erode,20200429,Returning Visitor,00:02:36,0,0.00%
Kumaran1987: My Innovations,(not set),Pune,20200809,New Visitor,00:02:36,0,0.00%
Kumaran1987,(not set),(not set),20210712,Returning Visitor,00:02:35,0,50.00%
Kumaran1987: Show your Current Location in Google Maps using ASP.NET C# website and Google Maps API,reliance jio infocomm limited,Mumbai,20200103,New Visitor,00:02:30,0,0.00%
Kumaran1987,(not set),Chennai,20211009,Returning Visitor,00:02:28,0,0.00%
Kumaran1987: My Innovations,bharti airtel ltd b-38 c-1 sector 57 noida up 201301,Noida,20200107,New Visitor,00:02:26,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,cdma project bsnl new delhi,Kannur,20191023,New Visitor,00:02:22,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,umniah lil-hawatef al-mutanaqelah co.,(not set),20200118,New Visitor,00:02:22,0,0.00%
Jsp / Java Password Encrypt and Decrypt Example,(not set),Mira Bhayandar,20210930,New Visitor,00:02:20,0,0.00%
Kumaran1987: Jsp / Java Password Encrypt and Decrypt Example,(not set),San Salvador,20200913,Returning Visitor,00:02:20,0,0.00%
Kumaran1987: JSP and Servlet Form Submission without page refresh show results on the same page using Jquery AJAX,fednet-pr assignment,Dubai,20190922,New Visitor,00:02:20,0,0.00%
Kumaran1987: Login and Registration forms in C# windows application with Back end Microsoft SQL Server for data access,(not set),Ahmedabad,20200215,New Visitor,00:02:20,0,0.00%
